prompt_id,session_id,category,tokens
P11744,S06469,Business,385
P11745,S06289,Business,334
P11746,S03898,Writing,301
P11747,S01007,Learning,433
P11748,S04648,Image Generation,80
P11749,S06579,Image Generation,432
P11750,S01600,Image Generation,59
P11751,S01000,Coding,771
P11752,S03052,Writing,725
P11753,S04925,Image Generation,157
P11754,S07486,Research,464
P11755,S07214,Research,553
P11756,S01353,Learning,616
P11757,S04177,Research,333
P11758,S07465,Coding,430
P11759,S07246,Business,50
P11760,S02293,Writing,259
P11761,S01590,Image Generation,125
P11762,S03051,Writing,409
P11763,S06580,Image Generation,149
P11764,S07499,Writing,544
P11765,S07135,Learning,586
P11766,S02580,Image Generation,334
P11767,S02438,Learning,640
P11768,S04569,Writing,105
P11769,S00529,Image Generation,124
P11770,S00655,Writing,246
P11771,S02207,Research,414
P11772,S03408,Learning,84
P11773,S00081,Coding,386
P11774,S02599,Image Generation,289
P11775,S01503,Research,146
P11776,S03101,Learning,393
P11777,S03767,Research,377
P11778,S02935,Image Generation,605
P11779,S04884,Writing,738
P11780,S03146,Coding,224
P11781,S05414,Writing,781
P11782,S03880,Image Generation,628
P11783,S02709,Writing,660
P11784,S05348,Coding,193
P11785,S03546,Research,158
P11786,S07464,Writing,372
P11787,S00732,Learning,72
P11788,S05261,Writing,589
P11789,S05028,Learning,510
P11790,S03019,Research,103
P11791,S03281,Business,472
P11792,S02987,Coding,658
P11793,S06441,Image Generation,568
P11794,S00811,Learning,432
P11795,S05337,Image Generation,682
P11796,S03890,Writing,411
P11797,S01319,Coding,748
P11798,S02823,Learning,599
P11799,S03571,Learning,726
P11800,S05997,Learning,643
P11801,S03250,Image Generation,622
P11802,S02884,Writing,230
P11803,S03466,Image Generation,354
P11804,S04377,Writing,772
P11805,S04772,Writing,263
P11806,S07100,Coding,579
P11807,S04647,Research,764
P11808,S03308,Image Generation,518
P11809,S01959,Learning,634
P11810,S03858,Research,136
P11811,S00276,Learning,760
P11812,S04524,Learning,694
P11813,S07403,Coding,241
P11814,S01371,Coding,559
P11815,S06502,Research,718
P11816,S00321,Business,639
P11817,S06331,Writing,770
P11818,S06202,Image Generation,307
P11819,S02730,Business,727
P11820,S03373,Image Generation,425
P11821,S00860,Coding,667
P11822,S03882,Learning,776
P11823,S06424,Writing,271
P11824,S06378,Coding,496
P11825,S03820,Learning,436
P11826,S07090,Image Generation,695
P11827,S01510,Research,547
P11828,S00115,Writing,523
P11829,S07225,Learning,502
P11830,S00254,Writing,52
P11831,S06625,Research,548
P11832,S00377,Image Generation,342
P11833,S06831,Learning,134
P11834,S01956,Coding,545
P11835,S07258,Coding,180
P11836,S03543,Image Generation,541
P11837,S07332,Business,265
P11838,S02658,Research,86
P11839,S01222,Image Generation,664
P11840,S04116,Business,775
P11841,S07170,Coding,480
P11842,S01940,Learning,677
P11843,S03011,Image Generation,92
P11844,S05827,Business,124
P11845,S02652,Learning,476
P11846,S02266,Business,638
P11847,S06390,Research,635
P11848,S05734,Research,716
P11849,S05219,Learning,150
P11850,S03017,Coding,361
P11851,S01169,Image Generation,304
P11852,S04096,Research,159
P11853,S02420,Writing,713
P11854,S07353,Research,349
P11855,S02849,Research,792
P11856,S05768,Research,54
P11857,S07188,Research,496
P11858,S02760,Business,527
P11859,S06180,Writing,478
P11860,S04051,Image Generation,429
P11861,S05267,Research,800
P11862,S02989,Business,295
P11863,S02993,Research,547
P11864,S00579,Research,161
P11865,S05618,Research,407
P11866,S03405,Coding,382
P11867,S05721,Coding,480
P11868,S06365,Business,656
P11869,S06308,Writing,361
P11870,S02375,Image Generation,262
P11871,S00737,Image Generation,568
P11872,S05273,Image Generation,595
P11873,S01891,Image Generation,703
P11874,S00709,Research,57
P11875,S00820,Business,261
P11876,S03636,Learning,134
P11877,S03420,Coding,337
P11878,S04795,Image Generation,660
P11879,S05775,Coding,428
P11880,S00933,Learning,386
P11881,S05939,Business,73
P11882,S05362,Research,269
P11883,S06705,Learning,327
P11884,S03580,Research,168
P11885,S04345,Business,251
P11886,S05256,Business,115
P11887,S00651,Coding,78
P11888,S05442,Learning,396
P11889,S00415,Learning,86
P11890,S01851,Coding,569
P11891,S02153,Image Generation,668
P11892,S02679,Research,134
P11893,S04787,Learning,519
P11894,S06046,Learning,390
P11895,S06432,Image Generation,105
P11896,S01426,Writing,725
P11897,S06465,Writing,273
P11898,S02985,Coding,337
P11899,S06571,Writing,505
P11900,S02701,Business,151
P11901,S06624,Writing,216
P11902,S01810,Business,644
P11903,S01157,Learning,747
P11904,S03834,Business,793
P11905,S04781,Coding,535
P11906,S00864,Image Generation,589
P11907,S05631,Learning,650
P11908,S05948,Coding,97
P11909,S06438,Image Generation,568
P11910,S04215,Business,222
P11911,S05151,Coding,259
P11912,S05729,Coding,314
P11913,S05068,Research,777
P11914,S01367,Research,433
P11915,S05452,Image Generation,703
P11916,S06527,Learning,173
P11917,S01229,Business,450
P11918,S02286,Business,273
P11919,S06552,Business,105
P11920,S04880,Image Generation,574
P11921,S01840,Business,704
P11922,S04561,Image Generation,366
P11923,S04954,Image Generation,464
P11924,S01345,Image Generation,423
P11925,S00631,Image Generation,652
P11926,S06357,Business,331
P11927,S05285,Writing,285
P11928,S02323,Research,298
P11929,S02671,Image Generation,313
P11930,S02700,Business,425
P11931,S01899,Business,74
P11932,S06114,Research,164
P11933,S06402,Business,672
P11934,S06870,Research,502
P11935,S03254,Writing,698
P11936,S06387,Image Generation,492
P11937,S07441,Image Generation,772
P11938,S04548,Research,124
P11939,S04926,Writing,144
P11940,S06169,Coding,238
P11941,S05505,Coding,756
P11942,S06149,Coding,703
P11943,S03474,Learning,251
P11944,S02843,Business,453
P11945,S06111,Learning,674
P11946,S04572,Learning,550
P11947,S01883,Business,794
P11948,S03729,Coding,224
P11949,S06307,Research,627
P11950,S05998,Coding,311
P11951,S05174,Research,469
P11952,S05847,Business,338
P11953,S04167,Learning,507
P11954,S06833,Business,448
P11955,S05956,Coding,499
P11956,S05902,Research,575
P11957,S03808,Learning,554
P11958,S05742,Writing,790
P11959,S02424,Business,350
P11960,S00130,Writing,147
P11961,S02333,Business,206
P11962,S03741,Business,676
P11963,S04096,Image Generation,719
P11964,S06143,Business,89
P11965,S01813,Coding,563
P11966,S01872,Research,163
P11967,S03682,Writing,326
P11968,S03510,Learning,326
P11969,S01136,Image Generation,351
P11970,S06208,Learning,668
P11971,S05053,Business,336
P11972,S05471,Coding,493
P11973,S03737,Research,490
P11974,S06689,Learning,645
P11975,S06631,Business,415
P11976,S03528,Coding,553
P11977,S00679,Image Generation,704
P11978,S03227,Research,730
P11979,S05340,Research,785
P11980,S05892,Image Generation,77
P11981,S06031,Learning,324
P11982,S07036,Business,80
P11983,S06858,Writing,737
P11984,S05005,Research,455
P11985,S07078,Coding,797
P11986,S01337,Coding,143
P11987,S02757,Research,473
P11988,S01015,Writing,572
P11989,S03325,Image Generation,275
P11990,S05371,Business,293
P11991,S05550,Image Generation,395
P11992,S02603,Writing,244
P11993,S00149,Writing,302
P11994,S01590,Business,397
P11995,S03900,Writing,148
P11996,S02606,Image Generation,619
P11997,S03968,Writing,275
P11998,S01341,Business,707
P11999,S03815,Image Generation,642
P12000,S01267,Research,716
P12001,S00499,Business,224
P12002,S03569,Writing,575
P12003,S07073,Research,589
P12004,S05565,Learning,706
P12005,S01735,Writing,104
P12006,S07326,Business,708
P12007,S05932,Coding,742
P12008,S01470,Writing,731
P12009,S07150,Image Generation,471
P12010,S04134,Writing,528
P12011,S06169,Research,430
P12012,S07216,Research,338
P12013,S00640,Image Generation,465
P12014,S00811,Image Generation,266
P12015,S07194,Image Generation,146
P12016,S05186,Business,711
P12017,S02926,Coding,69
P12018,S06512,Coding,400
P12019,S01246,Writing,541
P12020,S04282,Image Generation,640
P12021,S04429,Research,602
P12022,S03121,Coding,129
P12023,S04083,Research,214
P12024,S00819,Business,138
P12025,S00111,Research,109
P12026,S02845,Writing,661
P12027,S00212,Learning,793
P12028,S04316,Image Generation,544
P12029,S06788,Image Generation,644
P12030,S03167,Writing,383
P12031,S05876,Business,197
P12032,S00118,Business,483
P12033,S03582,Business,163
P12034,S04928,Writing,346
P12035,S02495,Writing,619
P12036,S04262,Writing,576
P12037,S03369,Research,339
P12038,S01577,Coding,353
P12039,S04074,Writing,422
P12040,S07367,Business,383
P12041,S05319,Learning,192
P12042,S01032,Business,80
P12043,S02681,Coding,50
P12044,S07063,Learning,476
P12045,S03712,Research,484
P12046,S03905,Business,701
P12047,S01673,Learning,150
P12048,S05576,Image Generation,491
P12049,S02112,Image Generation,703
P12050,S00803,Coding,589
P12051,S01920,Research,435
P12052,S05176,Business,120
P12053,S06996,Coding,549
P12054,S06410,Image Generation,402
P12055,S07334,Image Generation,333
P12056,S04105,Image Generation,526
P12057,S04029,Business,518
P12058,S05315,Business,413
P12059,S04744,Coding,626
P12060,S04049,Business,256
P12061,S04859,Coding,161
P12062,S05233,Research,296
P12063,S03478,Coding,306
P12064,S03747,Research,691
P12065,S00241,Research,350
P12066,S00288,Learning,299
P12067,S05666,Business,527
P12068,S00163,Business,171
P12069,S05925,Business,787
P12070,S05862,Image Generation,663
P12071,S05468,Learning,388
P12072,S04765,Coding,499
P12073,S04404,Business,359
P12074,S04892,Image Generation,588
P12075,S02918,Learning,786
P12076,S02297,Coding,170
P12077,S01960,Coding,139
P12078,S00418,Coding,424
P12079,S00050,Image Generation,312
P12080,S06320,Learning,79
P12081,S07379,Coding,415
P12082,S03405,Business,469
P12083,S05466,Image Generation,376
P12084,S01530,Image Generation,393
P12085,S00520,Research,296
P12086,S01930,Image Generation,274
P12087,S06347,Learning,400
P12088,S05337,Coding,363
P12089,S05255,Research,306
P12090,S00577,Learning,654
P12091,S00166,Learning,617
P12092,S04839,Learning,263
P12093,S05911,Research,360
P12094,S03492,Coding,496
P12095,S01401,Writing,275
P12096,S04898,Research,229
P12097,S02763,Research,156
P12098,S03702,Business,686
P12099,S04092,Learning,630
P12100,S03934,Learning,547
P12101,S00608,Research,389
P12102,S02986,Image Generation,516
P12103,S02672,Learning,161
P12104,S06118,Learning,102
P12105,S01530,Learning,97
P12106,S05881,Learning,720
P12107,S06667,Coding,590
P12108,S01650,Business,71
P12109,S03767,Learning,270
P12110,S04770,Image Generation,69
P12111,S06514,Image Generation,352
P12112,S04389,Writing,424
P12113,S06298,Writing,129
P12114,S03571,Writing,527
P12115,S04863,Business,739
P12116,S04355,Image Generation,52
P12117,S04941,Research,411
P12118,S03430,Research,663
P12119,S04821,Image Generation,359
P12120,S04134,Business,123
P12121,S05495,Writing,586
P12122,S02856,Writing,67
P12123,S00186,Writing,544
P12124,S02734,Image Generation,544
P12125,S02345,Coding,245
P12126,S06150,Writing,94
P12127,S06654,Research,523
P12128,S07398,Writing,240
P12129,S05947,Image Generation,667
P12130,S04537,Business,328
P12131,S02186,Coding,97
P12132,S06734,Writing,495
P12133,S05047,Image Generation,367
P12134,S06437,Image Generation,352
P12135,S03750,Learning,431
P12136,S05411,Image Generation,92
P12137,S04042,Writing,115
P12138,S00023,Business,659
P12139,S04946,Business,75
P12140,S04777,Business,320
P12141,S04679,Business,148
P12142,S06308,Research,771
P12143,S04537,Writing,595
P12144,S03097,Business,161
P12145,S00247,Learning,650
P12146,S07186,Writing,699
P12147,S06419,Image Generation,91
P12148,S02613,Coding,670
P12149,S02521,Business,782
P12150,S04972,Business,712
P12151,S00467,Research,703
P12152,S03341,Research,739
P12153,S00283,Writing,383
P12154,S05244,Business,440
P12155,S04788,Research,620
P12156,S00774,Research,575
P12157,S00161,Coding,564
P12158,S06298,Learning,54
P12159,S04631,Writing,282
P12160,S06336,Image Generation,495
P12161,S06351,Learning,396
P12162,S06282,Learning,711
P12163,S02086,Business,185
P12164,S00687,Coding,435
P12165,S07138,Business,671
P12166,S02922,Image Generation,772
P12167,S01220,Image Generation,649
P12168,S01921,Writing,339
P12169,S05192,Writing,668
P12170,S01572,Writing,397
P12171,S04854,Business,512
P12172,S05483,Coding,388
P12173,S01639,Learning,183
P12174,S04622,Writing,496
P12175,S00085,Learning,214
P12176,S00781,Research,190
P12177,S00302,Writing,174
P12178,S03734,Business,789
P12179,S05758,Writing,116
P12180,S05393,Research,242
P12181,S03717,Image Generation,584
P12182,S00239,Writing,594
P12183,S07320,Research,329
P12184,S06120,Learning,178
P12185,S06400,Research,614
P12186,S03727,Writing,494
P12187,S02100,Coding,325
P12188,S06651,Business,332
P12189,S01468,Image Generation,731
P12190,S06523,Learning,586
P12191,S04239,Learning,660
P12192,S02064,Business,579
P12193,S05038,Research,331
P12194,S03725,Image Generation,675
P12195,S07120,Research,677
P12196,S05932,Coding,323
P12197,S04544,Image Generation,244
P12198,S01716,Learning,507
P12199,S02010,Image Generation,150
P12200,S06660,Research,50
P12201,S01096,Coding,590
P12202,S03433,Coding,406
P12203,S00859,Coding,742
P12204,S05551,Learning,521
P12205,S03327,Coding,517
P12206,S04154,Business,240
P12207,S00302,Learning,236
P12208,S04879,Learning,623
P12209,S06634,Image Generation,114
P12210,S00550,Learning,257
P12211,S02896,Writing,319
P12212,S01099,Coding,519
P12213,S04609,Research,253
P12214,S04809,Writing,740
P12215,S00377,Research,274
P12216,S00714,Learning,545
P12217,S02122,Writing,657
P12218,S03745,Coding,690
P12219,S05014,Business,504
P12220,S02923,Learning,755
P12221,S07356,Coding,384
P12222,S05000,Research,307
P12223,S05658,Business,468
P12224,S04058,Business,627
P12225,S02559,Learning,76
P12226,S07143,Business,389
P12227,S04206,Business,489
P12228,S02996,Image Generation,305
P12229,S03928,Research,84
P12230,S00587,Business,576
P12231,S00052,Learning,745
P12232,S07287,Business,392
P12233,S01658,Learning,649
P12234,S02302,Business,770
P12235,S07363,Coding,733
P12236,S01212,Business,364
P12237,S02041,Research,406
P12238,S06488,Research,314
P12239,S01163,Business,782
P12240,S05739,Coding,61
P12241,S00144,Writing,68
P12242,S03293,Coding,645
P12243,S06020,Learning,552
P12244,S01395,Business,698
P12245,S04307,Writing,781
P12246,S07132,Coding,240
P12247,S04790,Business,516
P12248,S04348,Business,641
P12249,S04645,Coding,393
P12250,S05013,Image Generation,333
P12251,S04645,Image Generation,347
P12252,S01576,Business,214
P12253,S04701,Image Generation,740
P12254,S02274,Writing,228
P12255,S03103,Business,155
P12256,S04869,Research,498
P12257,S04960,Business,651
P12258,S00316,Business,365
P12259,S07365,Business,87
P12260,S02515,Business,390
P12261,S02502,Business,355
P12262,S03989,Image Generation,404
P12263,S05729,Coding,467
P12264,S06889,Coding,65
P12265,S00703,Learning,609
P12266,S03506,Learning,429
P12267,S00740,Research,663
P12268,S01188,Business,365
P12269,S03388,Image Generation,277
P12270,S04721,Learning,693
P12271,S02643,Writing,151
P12272,S00658,Research,590
P12273,S01088,Coding,91
P12274,S00318,Learning,95
P12275,S03675,Business,450
P12276,S01901,Business,151
P12277,S02898,Coding,315
P12278,S04064,Writing,578
P12279,S05187,Image Generation,331
P12280,S07187,Writing,437
P12281,S02516,Writing,296
P12282,S04416,Coding,61
P12283,S01833,Writing,213
P12284,S05065,Writing,64
P12285,S05085,Research,95
P12286,S07224,Writing,549
P12287,S03075,Business,713
P12288,S04450,Research,552
P12289,S04498,Learning,678
P12290,S05093,Learning,550
P12291,S06942,Coding,453
P12292,S05365,Coding,229
P12293,S06651,Coding,650
P12294,S03951,Writing,327
P12295,S04496,Research,644
P12296,S07011,Business,330
P12297,S01852,Image Generation,685
P12298,S00303,Business,381
P12299,S01701,Learning,264
P12300,S00545,Business,234
P12301,S00347,Coding,538
P12302,S06180,Image Generation,513
P12303,S00954,Research,82
P12304,S02566,Image Generation,69
P12305,S01026,Coding,432
P12306,S01499,Coding,210
P12307,S06123,Image Generation,709
P12308,S04963,Image Generation,582
P12309,S05253,Coding,271
P12310,S03203,Learning,585
P12311,S00579,Research,450
P12312,S07236,Coding,392
P12313,S06857,Writing,352
P12314,S05484,Coding,405
P12315,S00438,Image Generation,586
P12316,S00600,Writing,599
P12317,S06499,Business,215
P12318,S04401,Learning,535
P12319,S05041,Research,601
P12320,S01995,Research,553
P12321,S02890,Research,609
P12322,S03704,Coding,634
P12323,S01948,Business,428
P12324,S01978,Writing,646
P12325,S04609,Business,728
P12326,S06395,Business,551
P12327,S02427,Image Generation,198
P12328,S01758,Learning,155
P12329,S02698,Writing,510
P12330,S00340,Research,284
P12331,S02850,Learning,195
P12332,S00468,Research,639
P12333,S06576,Learning,737
P12334,S06144,Business,418
P12335,S03751,Research,143
P12336,S06901,Learning,753
P12337,S05321,Writing,751
P12338,S02104,Coding,140
P12339,S03625,Business,640
P12340,S06193,Image Generation,562
P12341,S01748,Coding,568
P12342,S06173,Coding,550
P12343,S02203,Image Generation,357
P12344,S01453,Learning,656
P12345,S04556,Writing,474
P12346,S01711,Learning,693
P12347,S04518,Image Generation,211
P12348,S01652,Image Generation,616
P12349,S06753,Research,105
P12350,S04791,Learning,781
P12351,S06322,Coding,268
P12352,S07462,Coding,521
P12353,S05667,Business,782
P12354,S06174,Learning,348
P12355,S04975,Business,765
P12356,S05421,Research,556
P12357,S05466,Writing,472
P12358,S00881,Business,516
P12359,S00378,Research,487
P12360,S00126,Business,614
P12361,S05539,Image Generation,274
P12362,S07474,Learning,619
